Feedback_ID,Feedback_Text,Sentiment,Category,Internship_Duration_Months,Department,Overall_Rating,Would_Recommend
INT0449,"From my perspective, the training was standard, nothing outstanding but nothing missing either. Meanwhile, the environment was fine, not particularly close-knit but not unfriendly either. Just my two cents.",Neutral,Training,3,Machine Learning,4,Maybe
INT0450,"So far, there were busy weeks, but overall the workload felt fair given my experience level.",Positive,Workload,2,Human Resources,4,Maybe
INT0451,"Looking back, I finished the internship feeling like I didn't get much value out of the time I put in.",Negative,Overall Experience,6,Machine Learning,1,Maybe
INT0452,"If I'm being honest, there was almost no formal training, I was expected to already know things I'd never used and I sat through hours of generic training videos that had nothing to do with my actual role. Additionally, I learned a few new things, but a lot of it was stuff I already knew from school.",Negative,Training,5,Machine Learning,2,Maybe
INT0453,"From my perspective, there was almost no mentorship structure, so I often felt left to guess what was expected. Others might have had a different experience though.",Negative,Mentorship,2,Artificial Intelligence,3,No
INT0454,"All things considered, resources like laptops and software licenses took weeks to sort out, which was frustrating. That's just my honest take.",Negative,Work Environment,5,Machine Learning,2,No
INT0455,"Overall, nobody really discussed growth opportunities or what a future role here might look like. Meanwhile, the office felt disorganized, with unclear seating and outdated equipment for interns. That's just my honest take.",Negative,Career Development,1,Marketing,2,Maybe
INT0456,"During my time here, the training materials were outdated and didn't match the tools we actually used day to day. Additionally, I was rarely given tasks that felt connected to any bigger project or goal.",Negative,Training,1,Business Development,2,No
INT0457,"The team communicated fine for day-to-day tasks but bigger updates sometimes came late and we had regular meetings, but a lot of the important details still got lost between teams. Others might have had a different experience though.",Neutral,Communication,6,Marketing,3,Maybe
INT0458,"From my perspective, the pace was reasonable and left room for me to ask questions without falling behind. On top of that, the office had a comfortable, low-pressure atmosphere that made it easy to concentrate. I wanted to share this feedback for future improvement.",Positive,Workload,4,Web Development,4,Yes
INT0459,"I barely got to interact with the wider team beyond my direct supervisor and the team felt fragmented, with different people rarely talking to each other.",Negative,Team Environment,4,Business Development,3,Maybe
INT0460,"Honestly, overall this internship exceeded what I expected going in and I'd recommend it to a friend. Meanwhile, there were busy weeks, but overall the workload felt fair given my experience level.",Positive,Overall Experience,2,Marketing,4,Yes
INT0461,"From my perspective, it was manageable most of the time, though a couple of deadlines felt a bit tight and workload was about average, nothing that felt unreasonable but not exactly relaxed either.",Neutral,Workload,1,Machine Learning,3,No
INT0462,"So far, career advice came up occasionally in conversations but wasn't a structured part of the program. I wanted to share this feedback for future improvement.",Neutral,Career Development,2,Finance,4,Maybe
INT0463,"I mostly had to figure things out on my own since nobody had time to explain anything. That said, everyone's experience can vary.",Negative,Mentorship,6,Human Resources,2,No
INT0464,"If I'm being honest, there were busy weeks, but overall the workload felt fair given my experience level. The pace was reasonable and left room for me to ask questions without falling behind. Hopefully this helps improve the program.",Positive,Workload,1,Web Development,4,Yes
INT0465,"If I'm being honest, the training was standard, nothing outstanding but nothing missing either. That said, I picked up some practical skills, though the internship leaned more toward repetition than discovery.",Neutral,Training,3,Web Development,3,No
INT0466,"For the most part, the setup was fine, standard desks and standard hours, nothing remarkable either way. Meanwhile, we had regular meetings, but a lot of the important details still got lost between teams. Others might have had a different experience though.",Neutral,Work Environment,6,Web Development,3,Maybe
INT0467,The training materials were outdated and didn't match the tools we actually used day to day.,Negative,Training,5,Web Development,1,No
INT0468,"Overall, the training covered the basics adequately, though it felt a bit generic. Meanwhile, overall it was an okay experience, some good parts and some parts I'd change. I wanted to share this feedback for future improvement.",Neutral,Training,4,Data Science,2,Yes
